category,title,link,content
Entertainment,"
                     Gurira amplifies voices of vulnerable women
                    ",https://www.newsday.co.zw/life-amp-style/article/200026309/gurira-amplifies-voices-of-vulnerable-women,"
                Gurira urged the UN Security Council and member States to acknowledge women, survivors and to specifically shine a light on people of Africa in particular, to fight impunity.
              "
Entertainment,"
                     Nyanga: A tale of courage, conservation amid adversity
                    ",https://www.newsday.co.zw/life-amp-style/article/200026308/nyanga-a-tale-of-courage-conservation-amid-adversity,"
                Produced by Talent Chitauro and written by Ndhlovu, Nyanga is a work of love that celebrates the rich cultural heritage and natural beauty of Zimbabwe.
              "
Entertainment,"
                     Kumbekumbe Street Café lives up to its billing
                    ",https://www.newsday.co.zw/life-amp-style/article/200026276/kumbekumbe-street-cafe-lives-up-to-its-billing,"
                “This Street Café has helped us to bring together people through a creative process which involves usage of the arts,” Chikore said.
              "
Entertainment,"
                     Anibal’s pre-album launch set for sharing experiences
                    ",https://www.newsday.co.zw/life-amp-style/article/200026277/anibals-pre-album-launch-set-for-sharing-experiences,"
                Anibal told NewsDay Life & Style that she highly rates Masa which became her second international tour this year after a well-received performance at the Sauti zaBusara in February.
              "
Entertainment,"
                     All set for International Jazz Day celebrations
                    ",https://www.newsday.co.zw/life-amp-style/article/200026278/all-set-for-international-jazz-day-celebrations,"
                The concert, which starts at 6pm, has been dubbed: A Century of Jazz.
              "
Entertainment,"
                     Zimdancehall artiste Mbida D in court for fraud
                    ",https://www.newsday.co.zw/life-amp-style/article/200026270/zimdancehall-artiste-mbida-d-in-court-for-fraud,"
                Madondo allegedly failed to show up on the agreed date, and became evasive.
              "
Entertainment,"
                     Brian Nhanhanga headlines Manicaland Jazz Fest
                    ",https://www.newsday.co.zw/life-amp-style/article/200026248/brian-nhanhanga-headlines-manicaland-jazz-fest,"
                The festival is the brainchild of NACZ.
              "
Entertainment,"
                     Fashion show takes centre stage at Wedding Expo
                    ",https://www.newsday.co.zw/life-amp-style/article/200026247/fashion-show-takes-centre-stage-at-wedding-expo,"
                The two-day event, which was held on Friday and Saturday after a four-year hiatus  targeted wedding providers to showcase their products and services
              "
Entertainment,"
                     Modeling offers platform to lead by example
                    ",https://www.newsday.co.zw/life-amp-style/article/200026158/modeling-offers-platform-to-lead-by-example,"
                The crowned queen will represent the country at the 73rd Miss Universe competition in Mexico in November.
              "
Entertainment,"
                     Celebrate, preserve culture for future generations: Ndinde
                    ",https://www.newsday.co.zw/life-amp-style/article/200026080/celebrate-preserve-culture-for-future-generations-ndinde,"
                People are encouraged to adorn public places with their respective cultural artefacts and attire or contemporary fashion influenced by indigenous designs during Culture Month.
              "
Entertainment,"
                     Nyasha David, a high-end creative
                    ",https://www.newsday.co.zw/life-amp-style/article/200026082/nyasha-david-a-high-end-creative,"
                Nyasha David is a singer-songwriter specialising in contemporary and R&B music.
              "
Business,"
                     Women miners seek title collateral loan use
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026412/women-miners-seek-title-collateral-loan-use," 
                This comes as gold remains the most valuable and exported mineral in the country.
              "
Business,"
                     Exporters make headway in foreign markets
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026405/exporters-make-headway-in-foreign-markets," 
                Credit insurance helps businesses mitigate the risks associated with customers or debtors in Zimbabwe or outside failing to pay their debts.
              "
Business,"
                     CBZ-ZB merger is  a rumour: Vingirai
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026404/cbz-zb-merger-is-a-rumour-vingirai," 
                This was supposed to have been completed by December 31, 2021 but it is still hanging.
              "
Business,"
                     The silent invaders: Termites’  impact on Harare properties
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026115/the-silent-invaders-termites-impact-on-harare-properties," 
                Termites feed on wood and cellulose-based materials, such as timber, paper, and plant debris, which are commonly found in buildings and structures.
              "
Business,"
                     FCB lifts profit 26% after income rise
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026113/fcb-lifts-profit-26-after-income-rise," 
                In a statement accompanying the financial statement for the review period, FCB chief executive officer Tapera Mushoriwa said income was buoyed by increased lending.
              "
Business,"
                     Inflationary pressures threaten  mobile operators’ profits in Zim
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026112/inflationary-pressures-threaten-mobile-operators-profits-in-zim," 
                The Potraz boss said telecoms capital expenditure totalled ZW$314,8 billion (US$51,6 million) in 2023, from ZW$28,3 billion (US$41,35 million) recorded in 2022.
              "
Business,"
                     Nissan declares Zim a major market
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026111/nissan-declares-zim-a-major-market," 
                Locally, the Nissan Navara single and double cabs are the most preferred brands for government, parastatals and companies.
              "
Business,"
                     Zim hopes to win back lost correspondent banks
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026110/zim-hopes-to-win-back-lost-correspondent-banks," 
                Bankers Association of Zimbabwe president Lawrence Nyazema is on record stating that Zimbabwe had correspondent banking relationships on different currencies.
              "
Business,"
                     Minister Matevera lauds Econet’s stand at the ZITF
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026107/minister-matevera-lauds-econets-stand-at-the-zitf," 
                Visitors in need of any of Econet’s products and services are able to purchase them, with the support of friendly customer service representatives.
              "
Business,"
                     ICT minister lauds Econet’s stand at the ZITF
                    ",https://newsday.co.zw/theindependent/business-digest/article/200026106/ict-minister-lauds-econets-stand-at-the-zitf," 
                Visitors in need of any of Econet’s products and services are able to purchase them, with the support of friendly customer service representatives.
              "
Business,"
                     Lenders, investors face huge losses
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025805/lenders-investors-face-huge-losses," 
                The report indicated that the emergence of a parallel market remains a possibility, particularly among the unbanked population.
              "
Business,"
                     Cottco sets aside US$3,5m for new projects
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025804/cottco-sets-aside-us35m-for-new-projects," 
                The oil expression plant, to be set in Gokwe, will be producing 60 metric tonnes per day and approximately 450 metric tonnes weekly.
              "
Business,"
                     Nissan dealership targets to grow sales by 15%
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025803/nissan-dealership-targets-to-grow-sales-by-15," 
                This is why most locals are opting to buy second hand vehicles, which are more affordable as credit terms are very scarce.
              "
Business,"
                     Mineral exports further deteriorate
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025802/mineral-exports-further-deteriorate," 
                The government has set a new US$40 billion by 2030 target for the mining sector. This came as the industry recorded US$20,5 billion in exports over the past five years.
              "
Business,"
                     Telecoms note sharp investment decline
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025801/telecoms-note-sharp-investment-decline," 
                The debentures had been issued to finance Econet's expansion more than six years ago. The debt originally amounted to US$130 million.
              "
Business,"
                     Review of the 2024 Monetary Policy Statement
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025552/review-of-the-2024-monetary-policy-statement," 
                For instance, the annual inflation rate rose from 34,8% in January 2024 to 47,6% in February and 55,3% in March 2024.
              "
Business,"
                     2024 monetary policy:  Review and analysis
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025551/2024-monetary-policy-review-and-analysis," 
                In early February 2019, all the RTGS balances comprising bond notes and coins, mobile money, and bank balances were recalibrated into an RTGS dollar.
              "
Business,"
                     MPS, outlook conference resolutions
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025549/mps-outlook-conference-resolutions," 
                There is need for more policy measures earmarked at promoting savings and investments in the broader Zimbabwean economy.
              "
Business,"
                     Zim ripe for investment: China
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025547/zim-ripe-for-investment-china," 
                Chinese ambassador Zhou Ding (ZD) spoke about the vast investment opportunities in Zimbabwe.
              "
Business,"
                     Benefits, concerns of illegal  artisanal gold mining in Zim
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025545/benefits-concerns-of-illegal-artisanal-gold-mining-in-zim," 
                Illegal artisanal gold mining in Zimbabwe has been a significant source of livelihood for many individuals, offering economic benefits to local communities.
              "
Business,"
                     Walking the sustainability talk
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025544/walking-the-sustainability-talk," 
                The sustainability reporting framework came into effect on January 1  2024 and is ushering in a new paradigm for sustainability reporting in Zimbabwe.
              "
Business,"
                     Cost to serve analysis: The holy grail of profitability (11)
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025543/cost-to-serve-analysis-the-holy-grail-of-profitability-11," 
                The total cost to serve distribution expenses should, therefore, be considered before increasing the clock speed of a supply chain.
              "
Business,"
                     Zim’s diesel fired industry quakes as oil prices rocket
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025537/zims-diesel-fired-industry-quakes-as-oil-prices-rocket," 
                In the last quarter of 2023, the report noted that crude oil prices were going down, having peaked at about US$92 per barrel in September 2023.
              "
Business,"
                     Risks associated with the Zim financial sector at the moment
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025580/risks-associated-with-the-zim-financial-sector-at-the-moment," 
                There is also the problem of a compromised new currency, which has been made vulnerable through introducing it too fast, beyond what market participants can comprehend.
              "
Business,"
                     Bankers welcome monetary policy measures
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025539/bankers-welcome-monetary-policy-measures," 
                In an interview with businessdigest, BAZ president Lawrence Nyazema said the fact that the monetary authorities were maintaining the multi-currency system was a positive move.
              "
Business,"
                     Overcoming smartphone addiction
                    ",https://newsday.co.zw/theindependent/business-digest/article/200025579/overcoming-smartphone-addiction," 
                Social media platforms, gaming apps, and endless streams of online content provide instant gratification, leading individuals into a cycle of dependency.
              "
Lifestyle & Arts,"
                     Bantu Spaceship takes local sounds on a global tour
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200026136/bantu-spaceship-takes-local-sounds-on-a-global-tour," 
                The band will be going on a European tour in June and July where they are set to perform in France, Germany and Switzerland.
              "
Lifestyle & Arts,"
                     International day of jazz: Local concert on the cards
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200025818/international-day-of-jazz-local-concert-on-the-cards," 
                Beyond the concert, Meck hinted at plans for educational outreach in schools. “We have schools that have embraced jazz.
              "
Lifestyle & Arts,"
                     Food & Travel: What it takes to be a good pastry chef
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200025542/food-travel-what-it-takes-to-be-a-good-pastry-chef," 
                From tempering chocolate to piping delicate decorations, every step in the pastry-making process must be executed with care and precision.
              "
Lifestyle & Arts,"
                     Book Review: African decolonisation in Southern Rhodesian Politics, 1950–1963
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200025541/book-review-african-decolonisation-in-southern-rhodesian-politics-1950-1963," 
                The book begins by examining how white Rhodesians sought to push-back, delay or prevent African nationalism
              "
Lifestyle & Arts,"
                     Moozy captivates audience  at homecoming showcase
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200025538/moozy-captivates-audience-at-homecoming-showcase," 
                The showcase featured an array of Jordan’s hits, including tracks from his critically acclaimed EP De’Grace (2022).
              "
Lifestyle & Arts,"
                     Forbes 30 Under 30 Summit Africa spotlights Zim vegan cuisine
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200025267/forbes-30-under-30-summit-africa-spotlights-zim-vegan-cuisine," 
                According to forbes.com, featured speakers will include government officials, venture capitalists, CEOs and celebrities.
              "
Lifestyle & Arts,"
                     Women take over the stage at Sofar
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200024954/women-take-over-the-stage-at-sofar," 
                Cites that hosted Sofar shows on the same day included Taipei (Taiwan), Riga (Latvia), Toulouse (France) and Quito in Ecuador.
              "
Lifestyle & Arts,"
                     Japanese pop culture comes to life in Harare
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200024687/japanese-pop-culture-comes-to-life-in-harare," 
                In an interview with IndependentXtra, Moyo said the idea to have the first event came through his interactions while selling anime merchandise.
              "
Lifestyle & Arts,"
                     Fawezi wraps up GBV prevention initiative
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200024391/fawezi-wraps-up-gbv-prevention-initiative," 
                The organisation unveiled the first of its two close-out workshops first in Chitungwiza and then engaged the community in Shamva on Wednesday.
              "
Lifestyle & Arts,"
                     New children’s book a magical adventure
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200024390/new-childrens-book-a-magical-adventure," 
                The 65-page interactive guide is now available on Amazon.com and is designed to ignite creativity, nurture ideas and guide young minds through the exciting challenges of building their own businesses.
              "
Lifestyle & Arts,"
                     ‘Vulture Culture’: More than just your typical safari experience
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200024109/vulture-culture-more-than-just-your-typical-safari-experience," 
                This is exacerbated by the fact that vultures have a long gestation period – they only hatch two chicks per year.
              "
Lifestyle & Arts,"
                     NGZ opens new all-female exhibition
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200024108/ngz-opens-new-all-female-exhibition," 
                In her artistic practice, the artist creates virtual reality experiences connecting people, nature and spirituality.
              "
Lifestyle & Arts,"
                     Francophone Week returns with marathon of activities
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200024107/francophone-week-returns-with-marathon-of-activities," 
                In Zimbabwe, festivities will take place across the Alliance Francaise network in Harare, Bulawayo and Victoria Falls and will showcase a series of cultural and educational events.
              "
Lifestyle & Arts,"
                     Concert showcases emerging talent in music and literature
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023822/concert-showcases-emerging-talent-in-music-and-literature," 
                It runs under the ambit of the Creative Economy Week, which kicks off today at the Skeyi & Strobo Central Business District Market hosted at First Floor Gallery Harare.
              "
Lifestyle & Arts,"
                     MultiChoice Talent Factory: When the young matter
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023824/multichoice-talent-factory-when-the-young-matter," 
                Rutendo Mahofa, who was among the first group of MTF Southern Africa academy class students when the initiative was launched in 2018, has seen her career go from strength to strength.
              "
Lifestyle & Arts,"
                     Good skin care, lifestyle changes  help prevent some skin diseases
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023521/good-skin-care-lifestyle-changes-help-prevent-some-skin-diseases," 
                Some skin diseases are not preventable. There is no way, for example, to change your genetics or prevent an autoimmune disorder.
              "
Lifestyle & Arts,"
                     Culinary canvas: Exploring art, business of gourmet cuisine (III)
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023519/culinary-canvas-exploring-art-business-of-gourmet-cuisine-iii," 
                These recipes each offer a unique and complex flavour profile while remaining approachable for home cooks.
              "
Lifestyle & Arts,"
                     Nyarota’s latest book  takes aim at opposition
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023518/nyarotas-latest-book-takes-aim-at-opposition," 
                Journalist Geoffrey Nyarota has released his latest book, ‘The Journalist as an Outcast: Perils of Investigative Reporting in Zimbabwe.’
              "
Lifestyle & Arts,"
                     Sofar Harare celebrates anniversary
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023516/sofar-harare-celebrates-anniversary," 
                Sofar Sounds Harare kicked off its 2024 events calendar with a return to the National Gallery of Zimbabwe (NGZ) in Harare, just in time to celebrate its first anniversary.
              "
Lifestyle & Arts,"
                     Arts sector honours Nick Moyo, hosts farewell dinner
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023227/arts-sector-honours-nick-moyo-hosts-farewell-dinner," 
                Moyo told guests that although he had been a broadcaster and had also made artistic achievements in theatre, music, dance, poetry and film, he consciously chose to be an arts administrator.
              "
Lifestyle & Arts,"
                     Culinary canvas: Exploring art, business of gourmet cuisine (II)
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200023229/culinary-canvas-exploring-art-business-of-gourmet-cuisine-ii," 
                Lavender honey glazed roast duck/chicken 
              "
Lifestyle & Arts,"
                     Culinary Canvas: Exploring art, business of gourmet cuisine (I)
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200022915/culinary-canvas-exploring-art-business-of-gourmet-cuisine-i," 
                The kitchen has become my creative sanctuary, where I am free to experiment, innovate, and express myself through the medium of food.
              "
Lifestyle & Arts,"
                     American DJ, scholar traces black historical events through music
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200022914/american-dj-scholar-traces-black-historical-events-through-music," 
                The drum’s association with resistance is legendary.
              "
Lifestyle & Arts,"
                     Healthy diet, lifestyle help body rid itself of toxins
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200022604/healthy-diet-lifestyle-help-body-rid-itself-of-toxins," 
                This detoxification plays an important role in our overall health, keeping us physically and mentally well and ensuring we have the energy and vitality we need to stay fit and healthy.
              "
Lifestyle & Arts,"
                     2024 food trends a true adventure (II)
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200022603/2024-food-trends-a-true-adventure-ii," 
                As we delve into the culinary landscape of 2024, it is evident that this year's food trends are a delightful blend of innovation, sustainability, and wellness.
              "
Lifestyle & Arts,"
                     Teen Zim chef takes over kitchen at global contest
                    ",https://newsday.co.zw/theindependent/lifestyle-amp-arts/article/200022602/teen-zim-chef-takes-over-kitchen-at-global-contest," 
                The culinary olympiad, in its 10th edition, kicked off at the 2 500-seater Siri Fort auditorium in the Indian capital on Monday.
              "
Sport,"
                     The Zimbabwe Open Committee hails sponsors
                    ",https://newsday.co.zw/theindependent/sport/article/200026430/the-zimbabwe-open-committee-hails-sponsors," 
                The Zimbabwe Open Committee chairperson Livingston Gwata expressed gratitude to FBC Holdings Group and other partners for supporting the country's premier golf event.
              "
Sport,"
                     It’s a priviledge to be Zim Open sponsor: ZimRe
                    ",https://newsday.co.zw/theindependent/sport/article/200026427/its-a-priviledge-to-be-zim-open-sponsor-zimre," 
                ZHL are part of the elite list of local companies and organisations who are partnering in the 12th edition of the Zimbabwe Open since its reintroduction on the local scene in 2010.
              "
Sport,"
                     Zim Open Golf trophy: Work of art that tells a thousand stories
                    ",https://newsday.co.zw/theindependent/sport/article/200026425/zim-open-golf-trophy-work-of-art-that-tells-a-thousand-stories," 
                The tournament had previously taken a hiatus from 2001 to 2009 and had been resuscitated back in 2010.
              "
Sport,"
                     Follett-Smith hails FBCH
                    ",https://newsday.co.zw/theindependent/sport/article/200026423/follett-smith-hails-fbch," 
                FBCH are title sponsors in the country’s premier golf event for the third-year running and increased their sponsorship package from US$150 000 last year to US$200 000.
              "
Sport,"
                     Zim football is 200 years behind: Chunga
                    ",https://newsday.co.zw/theindependent/sport/article/200026131/zim-football-is-200-years-behind-chunga," 
                Chunga was speaking during the Chunga Academy week-long holiday coaching programme at Zimbabwe Grounds in Highfield, Harare.
              "
Sport,"
                     Young Sables, Kenya in epic clash
                    ",https://newsday.co.zw/theindependent/sport/article/200026130/young-sables-kenya-in-epic-clash," 
                The Zimbabwe Rugby Union (ZRU) confirmed the developments in a statement yesterday.
              "
Sport,"
                     De Souza banks on speed, agility.
                    ",https://newsday.co.zw/theindependent/sport/article/200025838/de-souza-banks-on-speed-agility," 
                Zimbabwe U20 rugby team head coach, Shaun De Souza is happy with the team’s preparations and looking forward to their tournament opener against Tunisia.
              "
Sport,"
                     FBC Holdings increases Zim Open purse
                    ",https://newsday.co.zw/theindependent/sport/article/200025837/fbc-holdings-increases-zim-open-purse," 
                FBC Holdings group chief executive officer, Trynos Kufazvineyi announced the new sponsorship package at the launch of the FBC Zimbabwe Open at Royal Harare on Wednesday.
              "
Sport,"
                     Manyame dominates handball tournament
                    ",https://newsday.co.zw/theindependent/sport/article/200025835/manyame-dominates-handball-tournament," 
                The TG tournament is held once every year as a curtain raiser for regional handball leagues and is hosted by Tawanda Gorimani in partnership with Steel Panther.
              "
Sport,"
                     Warriors back in Afcon draw
                    ",https://newsday.co.zw/theindependent/sport/article/200025535/warriors-back-in-afcon-draw," 
                Mapeza is likely to preside over the next set of matches after he was roped in as an interim coach last month.
              "
Sport,"
                     Cheetahs switch focus to Africa Cup
                    ",https://newsday.co.zw/theindependent/sport/article/200025245/cheetahs-switch-focus-to-africa-cup," 
                This was their first competitive outing and to come second against such odds was an achievement.
              "
Sport,"
                     Scott reveals big plans for Mabvuku
                    ",https://newsday.co.zw/theindependent/sport/article/200024953/scott-reveals-big-plans-for-mabvuku," 
                According to him, plans are afoot to develop football facilities in the area so that they can host a tournament that will feature junior teams from Europe.
              "
Sport,"
                     We could have done better, says Mapeza
                    ",https://newsday.co.zw/theindependent/sport/article/200024952/we-could-have-done-better-says-mapeza," 
                Zimbabwe took an early lead but Kenya rallied back in the eventful match, which saw three red cards flashed.
              "
Sport,"
                     ZPGA hails NAC for ProAM golf tourney
                    ",https://newsday.co.zw/theindependent/sport/article/200024558/zpga-hails-nac-for-proam-golf-tourney," 
                At least 72 professional golfers competed in the event and eight of them were from outside the country while there were also three female professional golfers.
              "
Sport,"
                     New blood excites  Warriors coach
                    ",https://newsday.co.zw/theindependent/sport/article/200024668/new-blood-excites-warriors-coach," 
                Former Highlanders striker Daniel Msendami, who now plays for Jwaneng Galaxy in Botswana, is also expected to make his maiden appearance for the senior national team.
              "
Sport,"
                     Mapwanya wins NAC ProAm
                    ",https://newsday.co.zw/theindependent/sport/article/200024388/mapwanya-wins-nac-proam," 
                Lady golfer Claire Minter managed to defend her women's title after carding 77, 79 and 71, while Roy Da Costa won the seniors category after shooting 73, 72 and 77.
              "
Sport,"
                     ZC spoils ‘golden girls’
                    ",https://newsday.co.zw/theindependent/sport/article/200024387/zc-spoils-golden-girls," 
                The Lady Chevrons emerged inaugural winners of gold medals, with cricket making its debut at the games when they broke South African hearts with a super over win.
              "
Sport,"
                     Dube finally leaves Azam
                    ",https://newsday.co.zw/theindependent/sport/article/200024072/dube-finally-leaves-azam," 
                Dube bade farewell to the club abandoned supporters yesterday after the club allowed him to leave as he had requested.
              "
Sport,"
                     It’s Bonaqua Triathlon time
                    ",https://newsday.co.zw/theindependent/sport/article/200023231/its-bonaqua-triathlon-time," 
                All is now in place for the staging of the 16th edition of the Bonaqua Africa Triathlon Cup which takes place at the Troutbeck Resort in Nyanga tomorrow.
              "
Sport,"
                     Golf Zone: Harare Rotary clubs tee off for mental health
                    ",https://newsday.co.zw/theindependent/sport/article/200023226/golf-zone-harare-rotary-clubs-tee-off-for-mental-health," 
                Rotary Clubs in Harare have come together to raise funds to address such issues that are threatening communities while other Rotary clubs have committed to support the project.
              "
Sport,"
                     Golf Zone: Triathlon Zim raises funds through golf
                    ",https://newsday.co.zw/theindependent/sport/article/200023225/golf-zone-triathlon-zim-raises-funds-through-golf," 
                Kuipers is currently in the country where she is set to take part in the  Bonaqua Africa Triathlon Cup which takes place at Troutbeck in Nyanga tomorrow.
              "
Sport,"
                     Golf zone: Heritage School happy with Asian Junior Masters perfomance
                    ",https://newsday.co.zw/theindependent/sport/article/200022918/golf-zone-heritage-school-happy-with-asian-junior-masters-perfomance," 
                While the team did not win in any category the school was pleased with the performance of the team.
              "
Sport,"
                     Golf Zone: Masunga wins inaugural  Sachies ProAM event
                    ",https://newsday.co.zw/theindependent/sport/article/200022917/golf-zone-masunga-wins-inaugural-sachies-proam-event," 
                Masunga won the ProAm event after carding a 6-Under at the 72 par course, five strokes ahead of nearest rival Never Milanzi who shot a round of 71.
              "
Sport,"
                     Kuipers carries Zim hopes at Troutbeck Africa Cup
                    ",https://newsday.co.zw/theindependent/sport/article/200022913/kuipers-carries-zim-hopes-at-troutbeck-africa-cup," 
                The Bonaqua Africa Triathlon Cup will be staged on February 17.
              "
Sport,"
                     Kieran Vincent begins ‘rich’ LIV Golf journey
                    ",https://newsday.co.zw/theindependent/sport/article/200022574/kieran-vincent-begins-rich-liv-golf-journey," 
                After qualifying for the LIV Golf in December, speculation was high that he would join his brother’s team Iron Heads GC before he was announced as part of Rahm’s new team last week.
              "
Sport,"
                     Kadewere reflects on Nantes switch
                    ",https://newsday.co.zw/theindependent/sport/article/200022200/kadewere-reflects-on-nantes-switch," 
                Kadewere has already had a dream start to life at Nantes after netting a brace on debut in a 4 – 1 French Cup away at second tier side Pau a fortnight ago.
              "
Business,"
                     Which Cryptocurrency Exchange is best to Buy Bitcoin in Zimbabwe?
                    ",https://newsday.co.zw/southerneye/business/article/1184/which-cryptocurrency-exchange-is-best-to-buy-bitcoin-in-zimbabwe,"If we had to name a country that has the most fluctuating bitcoin journey then it’s none other than Zimbabwe. Being a landlocked country in Southern Africa, it has faced severe financial crises among the people. From the currency devaluation to managing high-inflation, the country has experienced the worst conditions in every aspect of development. […]"
Business,"
                     8 Websites That Are Here To Help You Earn All You Want
                    ",https://newsday.co.zw/southerneye/business/article/1185/8-websites-that-are-here-to-help-you-earn-all-you-want,"The pandemic has shaken the roots of several industries, and one thing common for people across the globe has been financial instability. Be it people with crazy amounts of savings or the spendthrifts, we’ve all suffered setbacks. A lot of good in the terms of financial wisdom has also come around for the same reason. […]"
Business,"
                     Is There a Ban on Cryptocurrency in Zimbabwe?
                    ",https://newsday.co.zw/southerneye/business/article/1187/is-there-a-ban-on-cryptocurrency-in-zimbabwe,"After facing the major collapse of banks on cryptocurrency in Nigeria and Kenya, Crypto users in Africa face another stressing news of the crypto ban in Zimbabwe. The country was progressing at a rapid speed by rich cryptocurrency trading and making excellent profits. But, the government of Africa had different plans for the country. On […]"
Business,"
                     Know how to get bitcoin with maximum profit
                    ",https://newsday.co.zw/southerneye/business/article/1193/know-how-to-get-bitcoin-with-maximum-profit,"Every day it is easier and faster to be able to buy bitcoins. However, it is not so easy to find reliable services. Therefore, it is most recommended to carry out these operations only on officially regulated platforms. However, before acquiring any cryptocurrency it is important that you know its value in the market. This […]"
Business,"
                     The advantages of virtual currency
                    ",https://newsday.co.zw/southerneye/business/article/1196/the-advantages-of-virtual-currency,"A virtual currency (or cryptocurrency) is a currency that circulates on the web. It has the same value as a conventional currency and can be linked either to a bank account or to a bank card linked itself to a virtual bank account. With cryptocurrency, users can buy online and in physical stores. But what […]"
Business,"
                     Cryptocurrency Trading
                    ",https://newsday.co.zw/southerneye/business/article/1201/cryptocurrency-trading,Cryptocurrencies have become a part and parcel of global finance markets as they become more and more popular in making payments across the world. They are well known for their volatility as they change prices rapidly and they have gained a lot of value in the online trading platforms. Clients can now deal with cryptocurrency […]
Business,"
                     G7 Finance Ministers’ Meeting Bad News for American Tech Giants
                    ",https://newsday.co.zw/southerneye/business/article/1211/g7-finance-ministers8217-meeting-bad-news-for-american-tech-giants,"On July 18, 2019, the finance ministers from the Group of Seven (G7) countries – the United States, the United Kingdom, Canada, Canada, Germany, Italy, and Japan, or the world’s most advanced economies representing 58% of the global net wealth – have had their latest meeting in the French town of Chantilly. The issues they […]"
Business,"
                     Microcred repositioning for sustainable growth
                    ",https://newsday.co.zw/southerneye/business/article/1408/microcred-repositioning-for-sustainable-growth,"The Monthly Financial Sector Bulletin (MFSB) publishes “The Microfinance Interview”, a monthly question-and-answer feature through which it engages with key stakeholders of the microfinance sector such as microfinance institutions (MFIs), funders, service providers, development partners and regulators among others, on issues of topical and mutual interest."
Business,"
                     Sadc set to commission new power projects
                    ",https://newsday.co.zw/southerneye/business/article/1413/sadc-set-to-commission-new-power-projects,"SOUTHERN Africa anticipates to commission new power projects that will add 30 000MW to the region between 2017 and 2022, as countries move to meet overwhelming demand, Energy and Power Development minister, Samuel Undenge said yesterday."
Business,"
                     Zimra to step up efforts in revenue collection
                    ",https://newsday.co.zw/southerneye/business/article/1415/zimra-to-step-up-efforts-in-revenue-collection,"The Zimbabwe Revenue Authority (Zimra) says it will aggressively seek out arrears from free riders following a 4% increase in gross  revenue collections to $264,79 million in January."
Business,"
                     SAA to introduce bigger planes pending demand
                    ",https://newsday.co.zw/southerneye/business/article/1423/saa-to-introduce-bigger-planes-pending-demand,"South African Airways (SAA) became the first airline to fly a wide-bodied plane to Victoria Falls, declaring it would bring a bigger aircraft if demand increases."
